"image","xmin","ymin","xmax","ymax","label"
"DoNothing_10_10.jpg",1297.123745819398,853.9084158415842,1434.1137123745818,943.7301980198021,"Scissors"
"DoNothing_10_10.jpg",1402.0066889632105,721.3143564356436,1534.715719063545,772.6410891089109,"Scissors"
"DoNothing_10_10.jpg",1235.0501672240803,684.9579207920792,1357.056856187291,738.4232673267327,"Scissors"
"DoNothing_10_10.jpg",1314.247491638796,642.1856435643565,1423.411371237458,682.8193069306931,"Scissors"
"DoNothing_10_10.jpg",1190.1003344481612,653.9240506329114,1280.0000000000007,683.9585474370223,"Tweezers"
"DoNothing_10_10.jpg",1117.148176851646,592.869461639018,1196.1887128836745,621.6228378875346,"Tweezers"
"DoNothing_10_10.jpg",1167.751490908586,615.1898734177215,1273.7375062555611,646.3485428049595,"Scissors"
"DoNothing_10_10.jpg",1154.8719869050267,634.2023921918266,1277.0254288534252,661.158669387238,"Scissors"
"DoNothing_10_2.jpg",1254.314381270903,785.4727722772278,1354.9163879598661,851.7698019801982,"Scissors"
"DoNothing_10_2.jpg",1297.123745819398,853.9084158415842,1434.1137123745818,943.7301980198021,"Scissors"
"DoNothing_10_2.jpg",1402.0066889632105,721.3143564356436,1534.715719063545,772.6410891089109,"Scissors"
"DoNothing_10_2.jpg",1235.0501672240803,684.9579207920792,1357.056856187291,738.4232673267327,"Scissors"
"DoNothing_10_2.jpg",1314.247491638796,642.1856435643565,1423.411371237458,682.8193069306931,"Scissors"
"DoNothing_10_2.jpg",1190.1003344481612,653.9240506329114,1280.0000000000007,683.9585474370223,"Tweezers"
"DoNothing_10_2.jpg",1117.148176851646,592.869461639018,1196.1887128836745,621.6228378875346,"Tweezers"
"DoNothing_10_2.jpg",1167.751490908586,615.1898734177215,1273.7375062555611,646.3485428049595,"Scissors"
"DoNothing_10_2.jpg",1154.8719869050267,634.2023921918266,1277.0254288534252,661.158669387238,"Scissors"
"DoNothing_10_11.jpg",1254.314381270903,785.4727722772278,1354.9163879598661,851.7698019801982,"Scissors"
"DoNothing_10_11.jpg",1297.123745819398,853.9084158415842,1434.1137123745818,943.7301980198021,"Scissors"
"DoNothing_10_11.jpg",1402.0066889632105,721.3143564356436,1534.715719063545,772.6410891089109,"Scissors"
"DoNothing_10_11.jpg",1235.0501672240803,684.9579207920792,1357.056856187291,738.4232673267327,"Scissors"
"DoNothing_10_11.jpg",1314.247491638796,642.1856435643565,1423.411371237458,682.8193069306931,"Scissors"
"DoNothing_10_11.jpg",1190.1003344481612,653.9240506329114,1280.0000000000007,683.9585474370223,"Tweezers"
"DoNothing_10_11.jpg",1117.148176851646,592.869461639018,1196.1887128836745,621.6228378875346,"Tweezers"
"DoNothing_10_11.jpg",1167.751490908586,615.1898734177215,1273.7375062555611,646.3485428049595,"Scissors"
"DoNothing_10_11.jpg",1154.8719869050267,634.2023921918266,1277.0254288534252,661.158669387238,"Scissors"
"DoNothing_10_3.jpg",1254.314381270903,785.4727722772278,1354.9163879598661,851.7698019801982,"Scissors"
"DoNothing_10_3.jpg",1297.123745819398,853.9084158415842,1434.1137123745818,943.7301980198021,"Scissors"
"DoNothing_10_3.jpg",1402.0066889632105,721.3143564356436,1534.715719063545,772.6410891089109,"Scissors"
"DoNothing_10_3.jpg",1235.0501672240803,684.9579207920792,1357.056856187291,738.4232673267327,"Scissors"
"DoNothing_10_3.jpg",1314.247491638796,642.1856435643565,1423.411371237458,682.8193069306931,"Scissors"
"DoNothing_10_3.jpg",1190.1003344481612,653.9240506329114,1280.0000000000007,683.9585474370223,"Tweezers"
"DoNothing_10_3.jpg",1117.148176851646,592.869461639018,1196.1887128836745,621.6228378875346,"Tweezers"
"DoNothing_10_3.jpg",1167.751490908586,615.1898734177215,1273.7375062555611,646.3485428049595,"Scissors"
"DoNothing_10_3.jpg",1154.8719869050267,634.2023921918266,1277.0254288534252,661.158669387238,"Scissors"
"DoNothing_10_5.jpg",1254.314381270903,785.4727722772278,1354.9163879598661,851.7698019801982,"Scissors"
"DoNothing_10_5.jpg",1297.123745819398,853.9084158415842,1434.1137123745818,943.7301980198021,"Scissors"
"DoNothing_10_5.jpg",1402.0066889632105,721.3143564356436,1534.715719063545,772.6410891089109,"Scissors"
"DoNothing_10_5.jpg",1235.0501672240803,684.9579207920792,1357.056856187291,738.4232673267327,"Scissors"
"DoNothing_10_5.jpg",1314.247491638796,642.1856435643565,1423.411371237458,682.8193069306931,"Scissors"
"DoNothing_10_5.jpg",1190.1003344481612,653.9240506329114,1280.0000000000007,683.9585474370223,"Tweezers"
"DoNothing_10_5.jpg",1117.148176851646,592.869461639018,1196.1887128836745,621.6228378875346,"Tweezers"
"DoNothing_10_5.jpg",1167.751490908586,615.1898734177215,1273.7375062555611,646.3485428049595,"Scissors"
"DoNothing_10_5.jpg",1154.8719869050267,634.2023921918266,1277.0254288534252,661.158669387238,"Scissors"
"DoNothing_10_4.jpg",1254.314381270903,785.4727722772278,1354.9163879598661,851.7698019801982,"Scissors"
"DoNothing_10_4.jpg",1297.123745819398,853.9084158415842,1434.1137123745818,943.7301980198021,"Scissors"
"DoNothing_10_4.jpg",1402.0066889632105,721.3143564356436,1534.715719063545,772.6410891089109,"Scissors"
"DoNothing_10_4.jpg",1235.0501672240803,684.9579207920792,1357.056856187291,738.4232673267327,"Scissors"
"DoNothing_10_4.jpg",1314.247491638796,642.1856435643565,1423.411371237458,682.8193069306931,"Scissors"
"DoNothing_10_4.jpg",1190.1003344481612,653.9240506329114,1280.0000000000007,683.9585474370223,"Tweezers"
"DoNothing_10_4.jpg",1117.148176851646,592.869461639018,1196.1887128836745,621.6228378875346,"Tweezers"
"DoNothing_10_4.jpg",1167.751490908586,615.1898734177215,1273.7375062555611,646.3485428049595,"Scissors"
"DoNothing_10_4.jpg",1154.8719869050267,634.2023921918266,1277.0254288534252,661.158669387238,"Scissors"
"DoNothing_10_7.jpg",1254.314381270903,785.4727722772278,1354.9163879598661,851.7698019801982,"Scissors"
"DoNothing_10_7.jpg",1297.123745819398,853.9084158415842,1434.1137123745818,943.7301980198021,"Scissors"
"DoNothing_10_7.jpg",1402.0066889632105,721.3143564356436,1534.715719063545,772.6410891089109,"Scissors"
"DoNothing_10_7.jpg",1235.0501672240803,684.9579207920792,1357.056856187291,738.4232673267327,"Scissors"
"DoNothing_10_7.jpg",1314.247491638796,642.1856435643565,1423.411371237458,682.8193069306931,"Scissors"
"DoNothing_10_7.jpg",1190.1003344481612,653.9240506329114,1280.0000000000007,683.9585474370223,"Tweezers"
"DoNothing_10_7.jpg",1117.148176851646,592.869461639018,1196.1887128836745,621.6228378875346,"Tweezers"
"DoNothing_10_7.jpg",1167.751490908586,615.1898734177215,1273.7375062555611,646.3485428049595,"Scissors"
"DoNothing_10_7.jpg",1154.8719869050267,634.2023921918266,1277.0254288534252,661.158669387238,"Scissors"
"DoNothing_10_6.jpg",1254.314381270903,785.4727722772278,1354.9163879598661,851.7698019801982,"Scissors"
"DoNothing_10_6.jpg",1297.123745819398,853.9084158415842,1434.1137123745818,943.7301980198021,"Scissors"
"DoNothing_10_6.jpg",1402.0066889632105,721.3143564356436,1534.715719063545,772.6410891089109,"Scissors"
"DoNothing_10_6.jpg",1235.0501672240803,684.9579207920792,1357.056856187291,738.4232673267327,"Scissors"
"DoNothing_10_6.jpg",1314.247491638796,642.1856435643565,1423.411371237458,682.8193069306931,"Scissors"
"DoNothing_10_6.jpg",1190.1003344481612,653.9240506329114,1280.0000000000007,683.9585474370223,"Tweezers"
"DoNothing_10_6.jpg",1117.148176851646,592.869461639018,1196.1887128836745,621.6228378875346,"Tweezers"
"DoNothing_10_6.jpg",1167.751490908586,615.1898734177215,1273.7375062555611,646.3485428049595,"Scissors"
"DoNothing_10_6.jpg",1154.8719869050267,634.2023921918266,1277.0254288534252,661.158669387238,"Scissors"
"DoNothing_10_9.jpg",1254.314381270903,785.4727722772278,1354.9163879598661,851.7698019801982,"Scissors"
"DoNothing_10_9.jpg",1297.123745819398,853.9084158415842,1434.1137123745818,943.7301980198021,"Scissors"
"DoNothing_10_9.jpg",1402.0066889632105,721.3143564356436,1534.715719063545,772.6410891089109,"Scissors"
"DoNothing_10_9.jpg",1235.0501672240803,684.9579207920792,1357.056856187291,738.4232673267327,"Scissors"
"DoNothing_10_9.jpg",1314.247491638796,642.1856435643565,1423.411371237458,682.8193069306931,"Scissors"
"DoNothing_10_9.jpg",1190.1003344481612,653.9240506329114,1280.0000000000007,683.9585474370223,"Tweezers"
"DoNothing_10_9.jpg",1117.148176851646,592.869461639018,1196.1887128836745,621.6228378875346,"Tweezers"
"DoNothing_10_9.jpg",1167.751490908586,615.1898734177215,1273.7375062555611,646.3485428049595,"Scissors"
"DoNothing_10_9.jpg",1154.8719869050267,634.2023921918266,1277.0254288534252,661.158669387238,"Scissors"
"DoNothing_10_8.jpg",1254.314381270903,785.4727722772278,1354.9163879598661,851.7698019801982,"Scissors"
"DoNothing_10_8.jpg",1297.123745819398,853.9084158415842,1434.1137123745818,943.7301980198021,"Scissors"
"DoNothing_10_8.jpg",1402.0066889632105,721.3143564356436,1534.715719063545,772.6410891089109,"Scissors"
"DoNothing_10_8.jpg",1235.0501672240803,684.9579207920792,1357.056856187291,738.4232673267327,"Scissors"
"DoNothing_10_8.jpg",1314.247491638796,642.1856435643565,1423.411371237458,682.8193069306931,"Scissors"
"DoNothing_10_8.jpg",1190.1003344481612,653.9240506329114,1280.0000000000007,683.9585474370223,"Tweezers"
"DoNothing_10_8.jpg",1117.148176851646,592.869461639018,1196.1887128836745,621.6228378875346,"Tweezers"
"DoNothing_10_8.jpg",1167.751490908586,615.1898734177215,1273.7375062555611,646.3485428049595,"Scissors"
"DoNothing_10_8.jpg",1154.8719869050267,634.2023921918266,1277.0254288534252,661.158669387238,"Scissors"
"DoNothing_11_1.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_1.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_1.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_1.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_1.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_1.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_1.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_1.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_1.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_1.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_11_0.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_0.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_0.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_0.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_0.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_0.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_0.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_0.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_0.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_0.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_11_10.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_10.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_10.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_10.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_10.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_10.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_10.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_10.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_10.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_10.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_11_11.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_11.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_11.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_11.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_11.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_11.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_11.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_11.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_11.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_11.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_11_2.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_2.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_2.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_2.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_2.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_2.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_2.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_2.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_2.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_2.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_11_3.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_3.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_3.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_3.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_3.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_3.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_3.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_3.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_3.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_3.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_11_4.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_4.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_4.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_4.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_4.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_4.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_4.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_4.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_4.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_4.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_11_5.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_5.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_5.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_5.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_5.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_5.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_5.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_5.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_5.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_5.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_11_7.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_7.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_7.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_7.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_7.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_7.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_7.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_7.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_7.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_7.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_12_0.jpg",1095.5916543872331,619.8257388344294,1189.0031590580516,664.7528674934484,"Scissors"
"DoNothing_12_0.jpg",1088.406239574066,670.1440951190418,1208.763223559831,729.4478771354579,"Scissors"
"DoNothing_12_0.jpg",1090.2025585242438,720.4624514036541,1226.7269691114325,765.3895800626731,"Scissors"
"DoNothing_12_0.jpg",1309.3602820562724,716.868322831166,1345.2876341470196,792.3458572580845,"Syringe"
"DoNothing_12_0.jpg",1251.8762684886567,792.3458572580845,1350.6768690224646,882.2001145761225,"Scissors"
"DoNothing_12_0.jpg",1086.6097816114325,596.4636597452285,1181.8176052324288,612.6374121557309,"Scissors"
"DoNothing_12_0.jpg",1108.1663040758453,544.3482044075109,1197.9850318338524,589.2752635328076,"Tweezers"
"DoNothing_12_0.jpg",1197.9850318338526,596.4636597452285,1249.252669039146,659.3615703341328,"Scissors"
"DoNothing_11_8.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_8.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_8.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_8.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_8.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_8.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_8.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_8.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_8.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_8.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_11_6.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_6.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_6.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_6.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_6.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_6.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_6.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_6.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_6.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_6.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_11_9.jpg",1070.4424940224644,533.5656796226019,1147.6865720918595,578.4928082816209,"Hand"
"DoNothing_11_9.jpg",1084.8134626612546,801.3312829898883,1223.1343312110766,862.4321640594097,"Scissors"
"DoNothing_11_9.jpg",1108.1663040758453,657.5645408147499,1201.5778087466638,702.4915999400465,"Scissors"
"DoNothing_11_9.jpg",1215.0889679715303,601.5189873417722,1266.2472371274473,671.941194172147,"Scissors"
"DoNothing_11_9.jpg",1234.4483985765125,801.3312829898885,1343.491315196842,887.4683544303798,"Scissors"
"DoNothing_11_9.jpg",1145.8901141292265,546.1452339268939,1210.5338078291816,579.873417721519,"Scissors"
"DoNothing_11_9.jpg",1323.7312506950625,650.376144602329,1368.6406145740661,720.4624514036541,"Scissors"
"DoNothing_11_9.jpg",1083.0171437110766,731.2449761885631,1210.5596815224646,803.1283820429935,"Scissors"
"DoNothing_11_9.jpg",1120.7409537644573,589.2752635328076,1205.1705856594751,623.4199369406399,"Tweezers"
"DoNothing_11_9.jpg",1118.9446348142797,616.231540728219,1227.6156583629895,641.3924050632912,"Tweezers"
"DoNothing_12_10.jpg",1095.5916543872331,619.8257388344294,1189.0031590580516,664.7528674934484,"Scissors"
"DoNothing_12_10.jpg",1088.406239574066,670.1440951190418,1208.763223559831,729.4478771354579,"Scissors"
"DoNothing_12_10.jpg",1090.2025585242438,720.4624514036541,1226.7269691114325,765.3895800626731,"Scissors"
"DoNothing_12_10.jpg",1309.3602820562724,716.868322831166,1345.2876341470196,792.3458572580845,"Syringe"
"DoNothing_12_10.jpg",1251.8762684886567,792.3458572580845,1350.6768690224646,882.2001145761225,"Scissors"
"DoNothing_12_10.jpg",1086.6097816114325,596.4636597452285,1181.8176052324288,612.6374121557309,"Scissors"
"DoNothing_12_10.jpg",1108.1663040758453,544.3482044075109,1197.9850318338524,589.2752635328076,"Tweezers"
"DoNothing_12_10.jpg",1197.9850318338526,596.4636597452285,1249.252669039146,659.3615703341328,"Scissors"
"DoNothing_12_3.jpg",1095.5916543872331,619.8257388344294,1189.0031590580516,664.7528674934484,"Scissors"
"DoNothing_12_3.jpg",1088.406239574066,670.1440951190418,1208.763223559831,729.4478771354579,"Scissors"
"DoNothing_12_3.jpg",1090.2025585242438,720.4624514036541,1226.7269691114325,765.3895800626731,"Scissors"
"DoNothing_12_3.jpg",1309.3602820562724,716.868322831166,1345.2876341470196,792.3458572580845,"Syringe"
"DoNothing_12_3.jpg",1251.8762684886567,792.3458572580845,1350.6768690224646,882.2001145761225,"Scissors"
"DoNothing_12_3.jpg",1086.6097816114325,596.4636597452285,1181.8176052324288,612.6374121557309,"Scissors"
"DoNothing_12_3.jpg",1108.1663040758453,544.3482044075109,1197.9850318338524,589.2752635328076,"Tweezers"
